		LSIE_05 OUTDOOR				video part 1 duration: 		video part 2 duration:													
			0:01:20.146	0:02:56.087	176.0874063	Behavioral Event 	Purposeful 	Subject lifts left leg to scratch with left hand	duration on	"(Event/Category/Participant Response, Participant/Action/Body Part/Leg/Left/Lift, Onset)"	LegLiftLON										
			0:01:20.847	0:02:56.788	176.7884063	Behavioral Event 	Purposeful 	Subject lifts left leg to scratch with left hand	duration off	"(Event/Category/Participant Response, Participant/Action/Body Part/Leg/Left/Lift, Offset)"	LegLiftLOFF										
			0:01:21.314	0:02:57.255	177.2554063	Behavioral Event	Purposeful	Subject scratches left leg with left hand	duration off	"(Event/Category/Participant Response, Participant/Action/Body Part/Hand/Left/Scratch, Participant/Effect/Tactile/Vibration, Offset)"	ActScratchLOFF										
			0:01:22.982	0:02:58.923	178.9234063	Behavioral Event 	Purposeful 	Subject lifts left arm	duration on	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Left/Lift, Onset)"	ArmLiftLON										
			0:01:24.984	0:03:00.925	180.9254063	Behavioral Event 	Purposeful 	Subject lifts left arm	duration off	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Left/Lift, Offset)"	ArmLiftLOFF										
			0:01:50.610	0:03:26.551	206.5514063	Technical Error	Distractor	Experimenter adjusting cords on backpack	duration on	"(Event/Category/Technical Error, Object/Complex/Person/Experimenter/1, Sensory Presentation/Tactile/Pressure/Back, Participant/Effect/Tactile, Onset)"	TechErrON1										
			0:01:59.986	0:03:35.927	215.9274063	Technical Error	Distractor	Experimenter adjusting cords on backpack	duration off	"(Event/Category/Technical Error, Object/Complex/Person/Experimenter/1, Sensory Presentation/Tactile/Pressure/Back, Participant/Effect/Tactile, Offset)"	TechErrOFF1										
		0:31:11.375	0:02:10.178	0:03:46.119	226.1190063	Scenario Event 	Non-Verbal Cue	Slow down walking sound played 		"(Event/Category/Experimental stimulus/Instruction, Sensory presentation/Auditory/Nameable/Tune, Participant/Effect/Feedback/Slow Walk)"	AudFSW										
			0:02:11.831	0:03:47.772	227.7724063	Behavioral Event	Purposeful	Subject scratches left leg with left hand	duration on	"(Event/Category/Participant Response, Participant/Action/Body Part/Hand/Left/Scratch, Participant/Effect/Tactile/Vibration, Onset)"	ActScratchLON										
			0:02:11.931	0:03:47.872	227.8724063	Behavioral Event 	Purposeful 	Subject lifts left leg to scratch with left hand	duration on	"(Event/Category/Participant Response, Participant/Action/Body Part/Leg/Left/Lift, Onset)"	LegLiftLON										
			0:02:12.699	0:03:48.640	228.6404063	Behavioral Event 	Purposeful 	Subject lifts left leg to scratch with left hand	duration off	"(Event/Category/Participant Response, Participant/Action/Body Part/Leg/Left/Lift, Offset)"	LegLiftLOFF										
			0:02:13.733	0:03:49.674	229.6744063	Behavioral Event	Purposeful	Subject scratches left leg with left hand	duration off	"(Event/Category/Participant Response, Participant/Action/Body Part/Hand/Left/Scratch, Participant/Effect/Tactile/Vibration, Offset)"	ActScratchLOFF										
		0:31:17.020	0:02:15.823	0:03:51.764	231.7640063	Behavioral Event	Purposeful	Subject sighs		"(Event/Category/Participant Response, Participant/Action/Type/Sigh)"	ActSigh										
			0:02:30.550	0:04:06.491	246.4914063	Behavioral Event 	Purposeful 	Subject turns head		"(Event/Category/Participant Response, Participant/Action/Body Part/Head/Turn)"	HeadTurn										
			0:02:32.452	0:04:08.393	248.3934063	Scenario Event/Behavioral Event	Non-Verbal Cue/Purposeful	Saliva swab removed/Subject opens mouth	duration off	"(Event/Category/Experimental Procedure/Swab, Object/Complex/Saliva Swab, Participant/Action/Body Part/Mouth/Open, Participant/Effect/Taste, Offset)"	SWABOFF										
			0:02:53.106	0:04:29.047	269.0474063	Technical Error	Distractor	Experimenter adjusting cords on backpack	duration on	"(Event/Category/Technical Error, Object/Complex/Person/Experimenter/1, Sensory Presentation/Tactile/Pressure/Back, Participant/Effect/Tactile, Onset)"	TechErrON2										
			0:03:07.554	0:04:43.495	283.4954063	Technical Error	Distractor	Experimenter adjusting cords on backpack	duration off	"(Event/Category/Technical Error, Object/Complex/Person/Experimenter/1, Sensory Presentation/Tactile/Pressure/Back, Participant/Effect/Tactile, Offset)"	TechErrOFF2										
		0:32:40.292	0:03:39.095	0:05:15.036	315.0360063	Behavioral Event	Purposeful	Subject sighs		"(Event/Category/Participant Response, Participant/Action/Type/Sigh)"	ActSigh										
			0:03:41.388	0:05:17.329	317.3294063	Environmental Event 	Terrain 	Onset of Dirt Terrain 	duration on	"(Event/Category/Environmental, Experiment Context/Walking/Dirt, Onset)"	DirtON										
			0:03:58.405	0:05:34.346	334.3464063	Environmental Event 	Terrain 	Onset of Gravel Terrain 	duration on	"(Event/Category/Environmental, Experiment Context/Walking/Gravel, Onset)"	GravelON										
			0:03:59.973	0:05:35.914	335.9144063	Behavioral Event	Purposeful	Subject scratches left leg with left hand	duration on	"(Event/Category/Participant Response, Participant/Action/Body Part/Hand/Left/Scratch, Participant/Effect/Tactile/Vibration, Onset)"	ActScratchLON										
			0:04:02.108	0:05:38.049	338.0494063	Behavioral Event	Purposeful	Subject scratches left leg with left hand	duration off	"(Event/Category/Participant Response, Participant/Action/Body Part/Hand/Left/Scratch, Participant/Effect/Tactile/Vibration, Offset)"	ActScratchLOFF										
		0:33:14.563	0:04:13.366	0:05:49.307	349.3070063	Environmental Event 	Distractor	Pedestrians talking in background	duration on	"(Event/Category/Real World Stimulus, Object/Complex/Person/Pedestrian, Sensory Presentation/Real World Sounds/Auditory/Human Voice, Onset)"	AudON2.5										
		0:33:16.534	0:04:15.337	0:05:51.278	351.2780063	Environmental Event 	Distractor	Pedestrians talking in background	duration off	"(Event/Category/Real World Stimulus, Object/Complex/Person/Pedestrian, Sensory Presentation/Real World Sounds/Auditory/Human Voice, Offset)"	AudOFF2.5										
			0:04:16.890	0:05:52.831	352.8314063	Behavioral Event 	Purposeful 	Subject lifts left arm	duration on	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Left/Lift, Onset)"	ArmLiftLON										
			0:04:18.224	0:05:54.165	354.1654063	Behavioral Event 	Purposeful 	Subject lifts left arm	duration off	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Left/Lift, Offset)"	ArmLiftLOFF										
		0:33:23.181	0:04:21.984	0:05:57.925	357.9250063	Behavioral Event	Purposeful	Subject groans		"(Event/Category/Participant Response, Participant/Action/Type/Groan)"	ActGroan										
		0:33:47.498	0:04:46.301	0:06:22.242	382.2420063	Environmental Event 	Distractor	Pedestrians talking in background	duration on	"(Event/Category/Real World Stimulus, Object/Complex/Person/Pedestrian, Sensory Presentation/Real World Sounds/Auditory/Human Voice, Onset)"	AudON3										
			0:04:51.291	0:06:27.232	387.2324063	Behavioral Event 	Purposeful 	Subject lifts left arm	duration on	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Left/Lift, Onset)"	ArmLiftLON										
			0:04:53.293	0:06:29.234	389.2344063	Behavioral Event 	Purposeful 	Subject lifts left arm	duration off	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Left/Lift, Offset)"	ArmLiftLOFF										
		0:33:57.662	0:04:56.465	0:06:32.406	392.4060063	Environmental Event 	Distractor	Pedestrians talking in background	duration off	"(Event/Category/Real World Stimulus, Object/Complex/Person/Pedestrian, Sensory Presentation/Real World Sounds/Auditory/Human Voice, Offset)"	AudOFF3										
			0:05:13.213	0:06:49.154	409.1544063	Environmental Event 	Terrain 	Onset of Dirt Terrain 	duration on	"(Event/Category/Environmental, Experiment Context/Walking/Dirt, Onset)"	DirtON										
			0:05:19.652	0:06:55.593	415.5934063	Environmental Event 	Terrain 	Onset of Downhill Terrain 	duration on 	"(Event/Category/Environmental, Experiment Context/Walking/Downhill, Onset)"	DnHillON										
			0:05:35.769	0:07:11.710	431.7104063	Behavioral Event 	Purposeful 	Subject lifts left arm	duration on	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Left/Lift, Onset)"	ArmLiftLON										
			0:05:36.936	0:07:12.877	432.8774063	Behavioral Event 	Purposeful 	Subject lifts left arm	duration off	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Left/Lift, Offset)"	ArmLiftLOFF										
		0:34:48.491	0:05:47.294	0:07:23.235	443.2350063	Scenario Event 	Non-Verbal Cue	Slow down walking sound played 		"(Event/Category/Experimental stimulus/Instruction, Sensory presentation/Auditory/Nameable/Tune, Participant/Effect/Feedback/Slow Walk)"	AudFSW										
			0:05:49.282	0:07:25.223	445.2234063	Behavioral Event	Purposeful	Subject scratches left leg with left hand	duration on	"(Event/Category/Participant Response, Participant/Action/Body Part/Hand/Left/Scratch, Participant/Effect/Tactile/Vibration, Onset)"	ActScratchLON										
			0:05:51.418	0:07:27.359	447.3594063	Behavioral Event	Purposeful	Subject scratches left leg with left hand	duration off	"(Event/Category/Participant Response, Participant/Action/Body Part/Hand/Left/Scratch, Participant/Effect/Tactile/Vibration, Offset)"	ActScratchLOFF										
		0:34:56.975	0:05:55.778	0:07:31.719	451.7190063	Behavioral Event	Purposeful	Subject sighs		"(Event/Category/Participant Response, Participant/Action/Type/Sigh)"	ActSigh										
		0:34:58.545	0:05:57.348	0:07:33.289	453.2890063	Environmental Event 	Distractor	"1 pedestrian in environment on bench, (proximity=moderate), female, elderly"	duration on 	"(Event/Category/Real World Stimulus, Object/Complex/Person/Pedestrian/1, Object/Complex/Bench, Sensory Presentation/Visual, Sensory Presentation/Auditory/Real World Sounds, Onset)"	Ped1ON1										
		0:35:15.680	0:06:14.483	0:07:50.424	470.4240063	Environmental Event 	Distractor	"1 pedestrian in environment on bench, (proximity=near), female, elderly"	duration off	"(Event/Category/Real World Stimulus, Object/Complex/Person/Pedestrian/1, Object/Complex/Bench, Sensory Presentation/Visual, Sensory Presentation/Auditory, Offset)"	Ped1OFF1										
			0:07:14.334	0:08:50.275	530.2754063	Behavioral Event 	Purposeful 	Subject lifts left arm	duration on	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Left/Lift, Onset)"	ArmLiftLON										
			0:07:16.569	0:08:52.510	532.5104063	Behavioral Event 	Purposeful 	Subject lifts left arm	duration off	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Left/Lift, Offset)"	ArmLiftLOFF										
		0:36:23.655	0:07:22.458	0:08:58.399	538.3990063	Environmental Event 	Distractor	"2 pedestrian in environment, (proximity=far), male and female, middle aged"	duration on 	"(Event/Category/Real World Stimulus, Object/Complex/Person/Pedestrian/2, Sensory Presentation/Visual, Sensory Presentation/Auditory/Real World Sounds, Onset)"	Ped2ON2										
		0:36:35.343	0:07:34.146	0:09:10.087	550.0870063	Behavioral Event	Purposeful	Subject sighs		"(Event/Category/Participant Response, Participant/Action/Type/Sigh)"	ActSigh										
		0:36:42.671	0:07:41.474	0:09:17.415	557.4150063	Environmental Event 	Distractor	"2 pedestrian in environment, (proximity=near), male and female, middle aged"	duration off	"(Event/Category/Real World Stimulus, Object/Complex/Person/Pedestrian/2, Sensory Presentation/Visual, Sensory Presentation/Auditory/Real World Sounds, Offset)"	Ped2OFF2										
		0:36:58.326	0:07:57.129	0:09:33.070	573.0700063	Scenario Event 	Verbal Cue	"Experimenter says ''Stay left"""		"(Event/Category/Experimental Stimulus/Instruction, Object/Complex/Person/Experimenter/1, Sensory Presentation/Auditory/Real World Sounds/Human Voice, Participant/Effect/Auditory)"	AudExp4										
		0:37:16.497	0:08:15.300	0:09:51.241	591.2410063	Environmental Event 	Distractor	"Group of pedestrians in environment, (proximity=far), unknown, unknown"	duration on 	"(Event/Category/Real World Stimulus, Object/Complex/Person/Pedestrian/5, Sensory Presentation/Visual, Sensory Presentation/Auditory/Real World Sounds, Onset)"	Ped5ON3										
		0:37:20.238	0:08:19.041	0:09:54.982	594.9820063	Environmental Event 	Distractor	"Group of pedestrians in environment, (proximity=far), unknown, unknown"	duration off	"(Event/Category/Real World Stimulus, Object/Complex/Person/Pedestrian/5, Sensory Presentation/Visual, Sensory Presentation/Auditory/Real World Sounds, Offset)"	Ped5OFF3										
		0:37:20.405	0:08:19.208	0:09:55.149	595.1490063	Environmental Event 	Distractor	"1 pedestrian in environment, (proximity=moderate), running, female, young adult"	duration on 	"(Event/Category/Real World Stimulus, Object/Complex/Person/Pedestrian/1, Sensory Presentation/Visual, Sensory Presentation/Auditory/Real World Sounds, Onset)"	Ped1ON4										
		0:37:20.405	0:08:19.208	0:09:55.149	595.1490063	Environmental Event 	Distractor	"1 pedestrian in environment, (proximity=far), running, male, young adult"	duration on 	"(Event/Category/Real World Stimulus, Object/Complex/Person/Pedestrian/1, Sensory Presentation/Visual, Sensory Presentation/Auditory/Real World Sounds, Onset)"	Ped1ON5										
		0:37:23.044	0:08:21.847	0:09:57.788	597.7880063	Scenario Event 	Non-Verbal Cue	Slow down walking sound played 		"(Event/Category/Experimental stimulus/Instruction, Sensory presentation/Auditory/Nameable/Tune, Participant/Effect/Feedback/Slow Walk)"	AudFSW										
		0:37:24.915	0:08:23.718	0:09:59.659	599.6590063	Behavioral Event 	Purposeful 	"Subject says ''Really"""		"(Event/Category/Participant Response, Participant/Action/Type/Speech)"	ActSpeech										
			0:08:27.607	0:10:03.548	603.5484063	Behavioral Event 	Purposeful 	Subject lifts left arm	duration on	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Left/Lift, Onset)"	ArmLiftLON										
		0:37:28.823	0:08:27.626	0:10:03.567	603.5670063	Environmental Event 	Distractor	"1 pedestrian in environment, (proximity=near), running, female, young adult"	duration off	"(Event/Category/Real World Stimulus, Object/Complex/Person/Pedestrian/1, Sensory Presentation/Visual, Sensory Presentation/Auditory/Real World Sounds, Offset)"	Ped1OFF4										
			0:08:30.977	0:10:06.918	606.9184063	Behavioral Event 	Purposeful 	Subject lifts left arm	duration off	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Left/Lift, Offset)"	ArmLiftLOFF										
		0:37:45.157	0:08:43.960	0:10:19.901	619.9010063	Environmental Event 	Distractor	"1 pedestrian in environment, (proximity=far), running, male, young adult"	duration off	"(Event/Category/Real World Stimulus, Object/Complex/Person/Pedestrian/1, Sensory Presentation/Visual, Sensory Presentation/Auditory/Real World Sounds, Offset)"	Ped1OFF5										
			0:08:48.628	0:10:24.569	624.5694063	Behavioral Event	Purposeful	Subject taking bouncing steps	duration on	"(Event/Category/Participant Response, Participant/Action/Body Part/Legs, Onset)"	ActDanceLON										
			0:08:53.099	0:10:29.040	629.0404063	Behavioral Event	Purposeful	Subject taking bouncing steps	duration off	"(Event/Category/Participant Response, Participant/Action/Body Part/Legs, Offset)"	ActDanceLOFF										
		0:37:55.044	0:08:53.847	0:10:29.788	629.7880063	Environmental Event 	Distractor	"1 pedestrian in environment, (proximity=far), male, child"	duration on 	"(Event/Category/Real World Stimulus, Object/Complex/Person/Pedestrian/1, Sensory Presentation/Visual, Sensory Presentation/Auditory/Real World Sounds, Onset)"	Ped1ON6										
			0:08:56.736	0:10:32.677	632.6774063	Behavioral Event 	Purposeful 	Subject lifts both arms	duration on	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Both/Lift, Onset)"	ArmLiftBON										
			0:09:04.778	0:10:40.719	640.7194063	Behavioral Event 	Purposeful 	Subject lifts both arms	duration off	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Both/Lift, Offset)"	ArmLiftBOFF										
			0:09:09.015	0:10:44.956	644.9564063	Behavioral Event 	Purposeful 	Subject lifts left arm to hold onto backpack strap	duration on	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Left/Lift, Onset)"	ArmLiftLON										
		0:38:13.382	0:09:12.185	0:10:48.126	648.1260063	Environmental Event 	Distractor	"Subject looks at pedestrian (proximity = near), male, child"	duration on	"(Event/Category/Real World Stimulus, Object/Complex/Person/Pedestrian/1, Sensory Presentation/Visual, Sensory Presentation/Auditory/Real World Sounds/Pedestrian, Participant/Effect/Visual/Foveal, Onset)"	Ped1VFON6										
		0:38:17.991	0:09:16.794	0:10:52.735	652.7350063	Environmental Event 	Distractor	"Subject looks at pedestrian (proximity = near), male, child"	duration off	"(Event/Category/Real World Stimulus, Object/Complex/Person/Pedestrian/1, Sensory Presentation/Visual, Sensory Presentation/Auditory/Real World Sounds/Pedestrian, Participant/Effect/Visual/Foveal, Offset)"	Ped1VFOFF6										
		0:38:17.991	0:09:16.794	0:10:52.735	652.7350063	Environmental Event 	Distractor	"1 pedestrian in environment, (proximity=near), male, child"	duration off	"(Event/Category/Real World Stimulus, Object/Complex/Person/Pedestrian/1, Sensory Presentation/Visual, Sensory Presentation/Auditory, Offset)"	Ped1OFF6										
		0:38:24.939	0:09:23.742	0:10:59.683	659.6830063	Environmental Event 	Distractor	Machine heard in background	duration on	"(Event/Category/Real World Stimulus, Object/Complex/Machine, Sensory Presentation/Auditory/Real World Sounds/Machine, Onset)"	AudON4										
		0:38:36.262	0:09:35.065	0:11:11.006	671.0060063	Behavioral Event	Purposeful	Subject sighs		"(Event/Category/Participant Response, Participant/Action/Type/Sigh)"	ActSigh										
		0:38:47.820	0:09:46.623	0:11:22.564	682.5640063	Environmental Event 	Distractor	Machine heard in background	duration off	"(Event/Category/Real World Stimulus, Object/Complex/Machine, Sensory Presentation/Auditory/Real World Sounds/Machine, Offset)"	AudOFF4										
		0:38:55.268	0:09:54.071	0:11:30.012	690.0120063	Scenario Event 	Non-Verbal Cue	Slow down walking sound played 		"(Event/Category/Experimental stimulus/Instruction, Sensory presentation/Auditory/Nameable/Tune, Participant/Effect/Feedback/Slow Walk)"	AudFSW										
		0:39:18.016	0:10:16.819	0:11:52.760	712.7600063	Behavioral Event	Purposeful	Subject takes deep breath		"(Event/Category/Participant Response, Participant/Action/Type/Deep breath)"	ActDBr										
		0:39:19.485	0:10:18.288	0:11:54.229	714.2290063	Behavioral Event	Purposeful	Subject sighs		"(Event/Category/Participant Response, Participant/Action/Type/Sigh)"	ActSigh										
		0:39:26.567	0:10:25.370	0:12:01.311	721.3110063	Environmental Event 	Distractor	Machine heard in background	duration on	"(Event/Category/Real World Stimulus, Object/Complex/Machine, Sensory Presentation/Auditory/Real World Sounds/Machine, Onset)"	AudON5										
		0:39:38.157	0:10:36.960	0:12:12.901	732.9010063	Environmental Event 	Distractor	Machine heard in background	duration off	"(Event/Category/Real World Stimulus, Object/Complex/Machine, Sensory Presentation/Auditory/Real World Sounds/Machine, Offset)"	AudOFF5										
		0:39:41.631	0:10:40.434	0:12:16.375	736.3750063	Scenario Event 	Verbal Cue	"Experimenter says ''Turn right"""		"(Event/Category/Experimental Stimulus/Instruction, Object/Complex/Person/Experimenter/1, Sensory Presentation/Auditory/Real World Sounds/Human Voice, Participant/Effect/Auditory)"	AudExp4.5										
		0:39:50.783	0:10:49.586	0:12:25.527	745.5270063	Environmental Event 	Distractor	Machine heard in background	duration on	"(Event/Category/Real World Stimulus, Object/Complex/Machine, Sensory Presentation/Auditory/Real World Sounds/Machine, Onset)"	AudON6										
		0:39:52.019	0:10:50.822	0:12:26.763	746.7630063	Scenario Event 	Verbal Cue	"Experimenter says ''Turn left"""		"(Event/Category/Experimental Stimulus/Instruction, Object/Complex/Person/Experimenter/1, Sensory Presentation/Auditory/Real World Sounds/Human Voice, Participant/Effect/Auditory)"	AudExp5										
			0:10:53.520	0:12:29.461	749.4614063	Environmental Event 	Terrain 	Offset of Downhill Terrain 	duration off	"(Event/Category/Environmental, Experiment Context/Walking/Downhill, Offset)"	DnHillOFF										
			0:10:54.754	0:12:30.695	750.6954063	Environmental Event 	Terrain 	Onset of Woodchips Terrain 	duration on	"(Event/Category/Environmental, Experiment Context/Walking/Woodchips, Onset)"	WoodchipsON										
			0:11:56.383	0:13:32.324	812.3244063	Behavioral Event 	Purposeful 	Subject lifts left arm to hold onto backpack strap	duration off	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Left/Lift, Offset)"	ArmLiftLOFF										
			0:12:00.053	0:13:35.994	815.9944063	Behavioral Event 	Purposeful 	Subject lifts left arm to hold onto backpack strap	duration on	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Left/Lift, Onset)"	ArmLiftLON										
			0:12:14.000	0:13:49.941	829.9414063	Environmental Event 	Terrain 	Onset of Wood Terrain 	duration on	"(Event/Category/Environmental, Experiment Context/Walking/Wood, Onset)"	WoodON										
		0:41:29.955	0:12:28.758	0:14:04.699	844.6990063	Behavioral Event	Purposeful	Subject takes deep breath		"(Event/Category/Participant Response, Participant/Action/Type/Deep breath)"	ActDBr										
		0:41:31.425	0:12:30.228	0:14:06.169	846.1690063	Behavioral Event	Purposeful	Subject sighs		"(Event/Category/Participant Response, Participant/Action/Type/Sigh)"	ActSigh										
		0:41:38.440	0:12:37.243	0:14:13.184	853.1840063	Environmental Event 	Distractor	Machine heard in background	duration off	"(Event/Category/Real World Stimulus, Object/Complex/Machine, Sensory Presentation/Auditory/Real World Sounds/Machine, Offset)"	AudOFF6										
			0:13:02.415	0:14:38.356	878.3564063	Behavioral Event 	Purposeful 	Subject lifts left arm to hold onto backpack strap	duration off	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Left/Lift, Offset)"	ArmLiftLOFF										
			0:13:08.154	0:14:44.095	884.0954063	Behavioral Event 	Purposeful 	Subject lifts right arm to look at watch	duration on	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Right/Lift, Onset)"	ArmLiftRON										
			0:13:09.789	0:14:45.730	885.7304063	Behavioral Event 	Purposeful 	Subject lifts right arm to look at watch	duration off	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Right/Lift, Offset)"	ArmLiftROFF										
			0:13:19.366	0:14:55.307	895.3074063	Behavioral Event 	Purposeful 	Subject lifts left arm to wave head	duration on	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Left/Lift, Onset)"	ArmLiftLON										
		0:42:20.961	0:13:19.764	0:14:55.705	895.7050063	Scenario Event 	Verbal Cue	"Experimenter says ''Turn left"""		"(Event/Category/Experimental Stimulus/Instruction, Object/Complex/Person/Experimenter/1, Sensory Presentation/Auditory/Real World Sounds/Human Voice, Participant/Effect/Auditory)"	AudExp6										
			0:13:21.101	0:14:57.042	897.0424063	Behavioral Event 	Purposeful 	Subject lifts left arm to wave head	duration off	"(Event/Category/Participant Response, Participant/Action/Body Part/Arm/Left/Lift, Offset)"	ArmLiftLOFF										
			0:13:22.902	0:14:58.843	898.8434063	Environmental Event 	Terrain 	Onset of Woodchips Terrain 	duration on	"(Event/Category/Environmental, Experiment Context/Walking/Woodchips, Onset)"	WoodchipsON										
